Date,Open,High,Low,Close,Adj Close
1/3/2019,7711.700195,8032.399902,7587.990234,7920.930176,7918.894043
1/4/2019,7923.160156,8008.529785,7769.720215,7952.720215,7950.675781
1/5/2019,7952.52002,8077.509766,7475.160156,7970.02002,7967.971191
1/6/2019,7963.330078,8139.740234,7875.5,7999.709961,7997.65332
1/7/2019,8011.470215,8419.589844,7993.660156,8045.799805,8043.731445
1/8/2019,8035.75,8129.930176,7622.27002,7979.660156,7977.608887
1/9/2019,7954.149902,7996.899902,7775.509766,7779.069824,7777.069824
1/10/2019,7785.240234,8020.77002,7514.049805,7977.120117,7975.069336
1/11/2019,8002.470215,8216.919922,7707.799805,7738.959961,7736.970703
1/12/2019,7769.259766,7892.290039,7469.410156,7815.259766,7813.250488
1/1/2020,7721.259766,7890.939941,7200.790039,7200.790039,7198.938965
1/2/2020,7206.220215,7510.839844,6769.970215,6787.910156,6786.165039
1/3/2020,6759.370117,6941.200195,4509.220215,5321.22998,5319.861816
1/4/2020,5321.790039,5946.049805,5247.569824,5700.709961,5699.244629
1/5/2020,5601.390137,5838.839844,5396.129883,5838.839844,5837.338867
1/6/2020,5791.319824,6583.839844,5750,6207.720215,6206.124512
1/7/2020,6223.540039,6398.790039,5799.109863,5928.450195,5926.92627
1/8/2020,5816.22998,6167.129883,5691.740234,5884.180176,5882.66748
1/9/2020,5922.060059,6034.029785,5695.779785,5864.22998,5862.722656
1/10/2020,5881.899902,6517.259766,5825.47998,6324,6322.374023
1/11/2020,6282.890137,7263.709961,6250.870117,6791.459961,6789.713867
1/12/2020,6740.299805,7311.209961,6740.299805,7139.709961,7139.709961
1/1/2021,7149.640137,7432.399902,6612.620117,6612.620117,6612.620117
1/2/2021,6634.589844,7159.109863,6634.589844,6794.859863,6794.859863
1/3/2021,6828.700195,6942.759766,6325.640137,6443.089844,6443.089844
1/4/2021,6447.399902,6651.709961,6348.560059,6370.870117,6370.870117
1/5/2021,6392.970215,6688.069824,6080.939941,6628.490234,6628.490234
1/6/2021,6619.02002,7001.209961,6576.640137,6901.910156,6901.910156
1/7/2021,6949.97998,7064.240234,6270.22998,6270.22998,6270.22998
1/8/2021,6304.029785,6855.439941,6293.660156,6855.439941,6855.439941
1/9/2021,6829.580078,7033.060059,6771.759766,6952.879883,6952.879883
1/10/2021,6964.490234,7326.100098,6906.859863,7054.700195,7054.700195
1/11/2021,7159.660156,7475.75,7000,7200.879883,7200.879883
1/12/2021,7194.089844,7334.560059,6928.299805,7122.629883,7122.629883
1/1/2022,7101.640137,7369.939941,6966.850098,7361.649902,7361.649902
1/2/2022,7380.140137,7552.200195,7175.819824,7311.009766,7311.009766
1/3/2022,7322.379883,7404.609863,6638.399902,7203.470215,7203.470215
1/4/2022,7160.47998,7163.209961,6731.25,6731.25,6731.25
,,,,,
